1: [(10, 6681.37), (20, 6969.61), (40, 5767.68), (80, 5210.23)]
6: [(10, 6719.53), (20, 6598.05), (40, 6724.5), (80, 5885.47)]
12: [(10, 6459.11), (20, 6309.15), (40, 6230.92), (80, 5250.72)]
