1: [(10, 6601.53), (20, 6373.49), (40, 5883.05), (80, 5125.84)]
6: [(10, 7155.64), (20, 6412.72), (40, 6708.71), (80, 6731.74)]
12: [(10, 6557.38), (20, 6279.83), (40, 6432.11), (80, 5768.34)]
